,item_id,url,title,authors,lang,img,year,description,Tags
703,14449475,https://www.goodreads.com/book/show/9794437-crossed,"Crossed (Matched, #2)",Ally Condie,,https://images.gr-assets.com/books/1360083294m/9794437.jpg,2011,"The long-awaited second book in the dystopian Matchedtrilogy.
In search of a future that may not exist and faced with the decision of who to share it with, Cassia journeys to the Outer Provinces in pursuit of Ky - taken by the Society to his certain death - only to find that he has escaped, leaving a series of clues in his wake. Cassia's quest leads her to question much of what she holds dear, even as she finds glimmers of a different life across the border. But as Cassia nears resolve and certainty about her future with Ky, an invitation for rebellion, an unexpected betrayal, and a surprise visit from Xander - who may hold the key to the uprising and, still, to Cassia's heart - change the game once again. Nothing is as expected on the edge of Society, where crosses and double crosses make the path more twisted than ever.",adventure vampires supernatural dystopia coming of age creepy
704,14449480,https://www.goodreads.com/book/show/13125947-reached,"Reached (Matched, #3)",Ally Condie,,https://images.gr-assets.com/books/1330717582m/13125947.jpg,2012,"After leaving Society to desperately seek The Rising, and each other, Cassia and Ky have found what they were looking for, but at the cost of losing each other yet again. Cassia is assigned undercover in Central city, Ky outside the borders, an airship pilot with Indie. Xander is a medic, with a secret. All too soon, everything shifts again.",adventure dystopia coming of age
705,14480923,https://www.goodreads.com/book/show/9593911-pandemonium,"Pandemonium (Delirium, #2)",Lauren Oliver,eng,https://images.gr-assets.com/books/1310371414m/9593911.jpg,2012,"In this follow-up to Delirium, Lena is on a dangerous course that takes her through the unregulated ""Wilds"" and into the heart of a growing resistance movement.",adventure dystopia coming of age
706,14480925,https://www.goodreads.com/book/show/9593913-requiem,"Requiem (Delirium, #3)",Lauren Oliver,eng,https://images.gr-assets.com/books/1340992438m/9593913.jpg,2013,"Now an active member of the resistance, Lena has transformed. The nascent rebellion that was underway in Pandemoniumhas ignited into an all-out revolution in Requiem, and Lena is at the center of the fight. After rescuing Julian from a death sentence, Lena and her friends fled to the Wilds. But the Wilds are no longer a safe haven. Pockets of rebellion have opened throughout the country, and the government cannot deny the existence of Invalids. Regulators infiltrate the borderlands to stamp out the rebels.
As Lena navigates the increasingly dangerous terrain of the Wilds, her best friend, Hana, lives a safe, loveless life in Portland as the fiancee of the young mayor.Requiemis told from the perspectives of both Lena and her friend Hana. They live side by side in a world that divides them until, at last, their stories converge.",adventure thriller dystopia coming of age action packed
707,48183733,https://www.goodreads.com/book/show/28818313-iron-cast,Iron Cast,Destiny Soria,eng,https://images.gr-assets.com/books/1456595105m/28818313.jpg,2016,"In 1919, Ada Navarra--the intrepid daughter of immigrants--and Corinne Wells--a spunky, devil-may-care heiress--make an unlikely pair. But at the Cast Iron nightclub in Boston, anything and everything is possible. At night, on stage together, the two best friends, whose ""afflicted"" blood gives them the ability to create illusions through art, weave magic under the employ of Johnny Dervish, the club's owner and a notorious gangster. By day, Ada and Corinne use these same skills to con the city's elite in an attempt to keep the club afloat.
When a ""job"" goes awry and Ada is imprisoned, she realizes they're on the precipice of danger. Only Corinne--her partner in crime--can break her out of Haversham Asylum. But once Ada is out, they face betrayal at every turn.",adventure 19th century 18th century absurd action adaptation addiction adoption 1920s africa adolescence action packed afterlife adultery abortion
708,3234368,https://www.goodreads.com/book/show/207266.The_Adventures_of_Captain_Underpants,"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2000,"Pilkey plays with words and pictures, providing great entertainment. The story is immediately engaging--two fourth-grade boys who write comic books and love to pull pranks find themselves in big trouble. Mean Mr. Krupp, their principal, videotapes George and Harold setting up their stunts and threatens to expose them. The boys' luck changes when they send for a 3-D Hypno-Ring and hypnotize Krupp, turning him into Captain Underpants, their own superhero creation. Later, Pilkey includes several pages of flip-o-ramas that animate the action. The simple black-and-white illustrations on every page furnish comic-strip appeal. The cover features Captain Underpants, resplendent in white briefs, on top of a tall building. This book will fly off the shelves.",adventure british humor childhood kids children supernatural funny satire comedy comics superheroes
709,1584085,https://www.goodreads.com/book/show/184040.Y,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)",Brian K. Vaughan,eng,https://images.gr-assets.com/books/1335238541m/184040.jpg,2004,"The fourth collection of the acclaimed Vertigo series, Y: THE LAST MAN: SAFEWORD reprints issues #18-23 of writer Brian K. Vaughan's and artist Pia Guerra's dynamic series. As the Last Man on Earth and his companions continue to head West, the story takes a detour into the psychological.
In the care of a fellow Culper Ring member, Yorick Brown is forced to confront his tremendous feelings of survivor guilt that lead him to constantly put his life in danger. Once on the road again, the group runs up against a literal roadblock in Arizona, where the female remains of the Sons of Arizona militia have cut the interstate to keep out any vestiges of the U.S. government.",adventure 19th century 18th century absurd addiction adoption africa 1950s 1970s 1960s action packed alcoholism alien invasion
710,17225055,https://www.goodreads.com/book/show/15745753-eleanor-park,Eleanor & Park,Rainbow Rowell,eng,https://images.gr-assets.com/books/1341952742m/15745753.jpg,2013,"Two misfits.
One extraordinary love.
Eleanor... Red hair, wrong clothes. Standing behind him until he turns his head. Lying beside him until he wakes up. Making everyone else seem drabber and flatter and never good enough...Eleanor.
Park... He knows she'll love a song before he plays it for her. He laughs at her jokes before she ever gets to the punch line. There's a place on his chest, just below his throat, that makes her want to keep promises...Park.
Set over the course of one school year, this is the story of two star-crossed sixteen-year-olds--smart enough to know that first love almost never lasts, but brave and desperate enough to try.",adventure romance action aging teen love coming of age funny women 1980s adolescence action packed romantic love story relationships sad awesome bullying adultery emotional cute
711,484402,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,The Story of Ferdinand,Munro Leaf,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1936,"A true classic with a timeless message, The Story of Ferdinandhas enchanted readers since it was first published in 1936. All the other bulls would run and jump and butt their heads together. But Ferdinand would rather sit and smell the flowers. And he does just that, until the day a bumblebee and some men from the Madrid bullfights give gentle Ferdinand a chance to be the most ferocious star of the corrida--and the most unexpected comic hero. This cherished hardcover is perfect for those who love Ferdinand, and those who have yet to meet him.",adventure 19th century england 18th century animals action adaptation adoption 1970s 1980s adolescence action packed alaska
712,19187812,https://www.goodreads.com/book/show/16101128-the-5th-wave,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,eng,https://images.gr-assets.com/books/1359853842m/16101128.jpg,2013,"After the 1st wave, only darkness remains. After the 2nd, only the lucky escape. And after the 3rd, only the unlucky survive. After the 4th wave, only one rule applies: trust no one.
Now, it's the dawn of the 5th wave, and on a lonely stretch of highway, Cassie runs from Them. The beings who only look human, who roam the countryside killing anyone they see. Who have scattered Earth's last survivors. To stay alone is to stay alive, Cassie believes, until she meets Evan Walker. Beguiling and mysterious, Evan Walker may be Cassie's only hope for rescuing her brother-or even saving herself. But Cassie must choose: between trust and despair, between defiance and surrender, between life and death. To give up or to get up.",adventure 18th century action adaptation action packed afterlife
713,522169,https://www.goodreads.com/book/show/9014.The_Long_Walk,The Long Walk,Stephen King,eng,https://images.gr-assets.com/books/1309212400m/9014.jpg,1999,"On the first day of May, 100 teenage boys meet for a race known as ""The Long Walk."" If you break the rules, you get three warnings. If you exceed your limit, what happens is absolutely terrifying.",adventure thriller mystery survival action war horror scary dystopia dark suspense post apocalyptic creepy murder great art story death awesome writing interesting bizarre creativity future gritty
714,40330,https://www.goodreads.com/book/show/40745.Mindset,Mindset: The New Psychology of Success,Carol S. Dweck,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,"Now updated with new research -- the book that has changed millions of lives.
After decades of research, world-renowned Stanford University psychologist Carol S. Dweck, Ph.D., discovered a simple but groundbreaking idea: the power of mindset. In this brilliant book, she shows how success in school, work, sports, the arts, and almost every area of human endeavor can be dramatically influenced by how we think about our talents and abilities. People with a fixed mindset-- those who believe that abilities are fixed -- are less likely to flourish than those with a growth mindset-- those who believe that abilities can be developed. Mindset reveals how great parents, teachers, managers, and athletes can put this idea to use to foster outstanding accomplishment.
In this edition, Dweck offers new insights into her now famous and broadly embraced concept. She introduces a phenomenon she calls false growth mindset and guides people toward adopting a deeper, truer growth mindset. She also expands the mindset concept beyond the individual, applying it to the cultures of groups and organizations. With the right mindset, you can motivate those you lead, teach, and love -- to transform their lives and your own.",adventure 19th century action addiction aging business 1970s 1980s true story awesome animation character study capitalism aids artificial intelligence
715,919292,https://www.goodreads.com/book/show/99561.Looking_for_Alaska,Looking for Alaska,John Green,eng,https://images.gr-assets.com/books/1394798630m/99561.jpg,2006,"Before.Miles ""Pudge"" Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave ""the Great Perhaps"" even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Because down the hall is Alaska Young. The gorgeous, clever, funny, sexy, self-destructive, screwed up, and utterly fascinating Alaska Young. She is an event unto herself. She pulls Pudge into her world, launches him into the Great Perhaps, and steals his heart. Then. . . .
After.Nothing is ever the same.",adventure romance mystery action teen love coming of age love triangles suspense women art death romantic love story relationships sad awesome alaska canada emotional tear jerker
716,1498135,https://www.goodreads.com/book/show/15931.The_Notebook,"The Notebook (The Notebook, #1)",Nicholas Sparks,eng,https://images.gr-assets.com/books/1385738917m/15931.jpg,2004,"A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. An achingly tender story about the enduring power of love.
A man with a faded, well-worn notebook open in his lap. A woman experiencing a morning ritual she doesn't understand. Until he begins to read to her. The Notebook is an achingly tender story about the enduring power of love, a story of miracles that will stay with you forever.
Set amid the austere beauty of coastal North Carolina in 1946, The Notebook begins with the story of Noah Calhoun, a rural Southerner returned home from World War II. Noah, thirty-one, is restoring a plantation home to its former glory, and he is haunted by images of the beautiful girl he met fourteen years earlier, a girl he loved like no other. Unable to find her, yet unwilling to forget the summer they spent together, Noah is content to live with only memories...until she unexpectedly returns to his town to see him once again.
Allie Nelson, twenty-nine, is now engaged to another man, but realizes that the original passion she felt for Noah has not dimmed with the passage of time. Still, the obstacles that once ended their previous relationship remain, and the gulf between their worlds is too vast to ignore. With her impending marriage only weeks away, Allie is forced to confront her hopes and dreams for the future, a future that only she can shape.
Like a puzzle within a puzzle, the story of Noah and Allie is just the beginning. As it unfolds, their tale miraculously becomes something different, with much higher stakes. The result is a deeply moving portrait of love itself, the tender moments and the fundamental changes that affect us all. Shining with a beauty that is rarely found in current literature, The Notebook establishes Nicholas Sparks as a classic storyteller with a unique insight into the only emotion that really matters.
""I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough.""
And so begins one of the most poignant and compelling love stories you will ever read...The Notebook",adventure religion history romance mystery teen love coming of age love triangles suspense military art death tragedy romantic love story relationships sad emotional tear jerker
717,1554249,https://www.goodreads.com/book/show/1561703.Diary_Of_An_Oxygen_Thief,Diary Of An Oxygen Thief (The Oxygen Thief Diaries #1),Anonymous,eng,https://images.gr-assets.com/books/1327794298m/1561703.jpg,2006,"Hurt people hurt people.
Say there was a novel in which Holden Caulfield was an alcoholic and Lolita was a photographer's assistant and, somehow, they met in Bright Lights, Big City. He's blinded by love. She by ambition. Diary of an Oxygen Thief is an honest, hilarious, and heartrending novel, but above all, a very realistic account of what we do to each other and what we allow to have done to us.",adventure suspense relationships sad
718,18390887,https://www.goodreads.com/book/show/13206900-winter,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,eng,https://images.gr-assets.com/books/1470057036m/13206900.jpg,2015,"Princess Winter is admired by the Lunar people for her grace and kindness, and despite the scars that mark her face, her beauty is said to be even more breathtaking than that of her stepmother, Queen Levana.
Winter despises her stepmother, and knows Levana won't approve of her feelings for her childhood friend--the handsome palace guard, Jacin. But Winter isn't as weak as Levana believes her to be and she's been undermining her stepmother's wishes for years. Together with the cyborg mechanic, Cinder, and her allies, Winter might even have the power to launch a revolution and win a war that's been raging for far too long.
Can Cinder, Scarlet, Cress, and Winter defeat Levana and find their happily ever afters? Fans will not want to miss this thrilling conclusion to Marissa Meyer's national bestselling Lunar Chronicles series.",adventure 19th century 18th century action adaptation addiction aging magic suspense aliens action packed afterlife allegory alaska alcatraz alien invasion
719,20394260,https://www.goodreads.com/book/show/14745338-fairest,"Fairest (An Unfortunate Fairy Tale, #2)",Chanda Hahn,en-US,https://images.gr-assets.com/books/1338578342m/14745338.jpg,2013,"Mirror, Mirror, on the wall,
Who is the Fairest of them all?
In the sequel to UnEnchanted, Mina Grime discovers that all is not fair when it comes to the Fae and their tales, especially when they don't all play by the rules. Barely surviving the Story's first fairy tale quest, Mina still has hundreds to go before she can end the curse on her family. But a new player arises to challenge Mina while new rules revamp the game she has just barely begun to understand.
All the while, people are mysteriously disappearing, including Jared, whom Mina must finally determine to be friend or foe. And with the loss of her greatest weapon, Mina must try to outwit a deadly hunter. Can Mina survive the most difficult quest yet while protecting those she loves from falling victim to one of the lethal tales of all? Or will she become a pawn when she strikes a bargain with the Queen of Fae?",adventure 18th century action aging action packed aids
720,2895388,https://www.goodreads.com/book/show/24770.Uglies,"Uglies (Uglies, #1)",Scott Westerfeld,eng,https://images.gr-assets.com/books/1443904172m/24770.jpg,2005,"Tally is about to turn sixteen, and she can't wait. In just a few weeks she'll have the operation that will turn her from a repellent ugly into a stunning pretty. And as a pretty, she'll be catapulted into a high-tech paradise where her only job is to have fun.
But Tally's new friend Shay isn't sure she wants to become a pretty. When Shay runs away, Tally learns about a whole new side of the pretty world-- and it isn't very pretty. The authorities offer Tally a choice: find her friend and turn her in, or never turn pretty at all. Tally's choice will change her world forever...",adventure romance childhood action adaptation teen children dystopia love coming of age love triangles friendship fun post apocalyptic women action packed story relationships awesome futuristic future segregation
721,16964419,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Saenz,,https://images.gr-assets.com/books/1328320260m/12000020.jpg,2012,"Aristotle is an angry teen with a brother in prison. Dante is a know-it-all who has an unusual way of looking at the world. When the two meet at the swimming pool, they seem to have nothing in common. But as the loners start spending time together, they discover that they share a special friendship--the kind that changes lives and lasts a lifetime. And it is through this friendship that Ari and Dante will learn the most important truths about themselves and the kind of people they want to be.",adventure 18th century action addiction aging 1920s africa 1950s 1970s action packed afterlife
722,4055,https://www.goodreads.com/book/show/7437.Naked_Lunch,Naked Lunch,William S. Burroughs,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,"Naked Lunch(sometimes The Naked Lunch) is a novel by William S. Burroughs originally published in 1959. The book is structured as a series of loosely connected vignettes. Burroughs stated that the chapters are intended to be read in any order. The reader follows the narration of junkie William Lee, who takes on various aliases, from the US to Mexico, eventually to Tangier and the dreamlike Interzone. The vignettes (which Burroughs called ""routines"") are drawn from Burroughs' own experience in these places, and his addiction to drugs (heroin, morphine, and while in Tangier, ""Majoun""--a strong marijuana confection--as well as a German opioid, brand name Eukodol, of which he wrote frequently).
The novel was included in Time magazine's ""100 Best English-language Novels from 1923 to 2005"". In 1991, David Cronenberg released a film of the same name based upon the novel and other Burroughs writings.",adventure biography erotic life tragedy
723,3298883,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,A Portrait of the Artist as a Young Man,James Joyce,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,"Si el Ulises de James Joyce (1882-1941) se considera no solo como su obra maestra, sino tambien como una de las cumbres de la literatura contemporanea, el Retrato del artista adolescente tambien suele ser considerada como una obra merecedora por si misma para situar a su autor entre los grandes escritores del siglo XX. Si en algo difiere de las otras autobiografias es una mayor ingenuidad. Se distingue de ellas en el enfasis que pone en las aventuras emotivas e intelectuales del protagonista.",adventure 19th century biography college life
724,1950213,https://www.goodreads.com/book/show/1430.Eleven_Minutes,Eleven Minutes,Paulo Coelho,eng,https://images.gr-assets.com/books/1358266987m/1430.jpg,2003,"Eleven Minutesis the story of Maria, a young girl from a Brazilian village, whose first innocent brushes with love leave her heartbroken. At a tender age, she becomes convinced that she will never find true love, instead believing that ""love is a terrible thing that will make you suffer. . . ."" A chance meeting in Rio takes her to Geneva, where she dreams of finding fame and fortune.
Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness--sexual pleasure for its own sake--or risking everything to find her own ""inner light"" and the possibility of sacred sex, sex in the context of love.",adventure romance erotic love coming of age women allegory
725,3057979,https://www.goodreads.com/book/show/18254.Oliver_Twist,Oliver Twist,Charles Dickens,eng,https://images.gr-assets.com/books/1327868529m/18254.jpg,2003,"You can find an alternative cover edition with the same ISBN .
'Let him feel that he is one of us; once fill his mind with the idea that he has been a thief, and he's ours, - ours for his life!'
The story of the orphan Oliver, who runs away from the workhouse only to be taken in by a den of thieves, shocked readers when it was first published. Dickens's tale of childhood innocence beset by evil depicts the dark criminal underworld of a London peopled by vivid and memorable characters -- the arch-villain Fagin, the artful Dodger, the menacing Bill Sikes and the prostitute Nancy. Combining elements of Gothic Romance, the Newgate Novel and popular melodrama, in Oliver TwistDickens created an entirely new kind of fiction, scathing in its indictment of a cruel society, and pervaded by an unforgettable sense of threat and mystery.
This is the first critical edition to use the serial text of 1837-9, presenting Oliver Twistas it appeared to its earliest readers. It includes Dickens's 1841 introduction and 1850 preface, the original illustrations and a glossary of contemporary slang.",adventure 19th century british thriller england history mystery childhood animals literature teen ghosts children dark nostalgia orphans
726,3247053,https://www.goodreads.com/book/show/3213286-let-it-snow,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,https://images.gr-assets.com/books/1489409554m/3213286.jpg,0,"The New York Timesbestseller!
Sparkling white snowdrifts, beautiful presents wrapped in ribbons, and multicolored lights glittering in the night through the falling snow. A Christmas Eve snowstorm transforms one small town into a romantic haven, the kind you see only in movies. Well, kinda. After all, a cold and wet hike from a stranded train through the middle of nowhere would not normally end with a delicious kiss from a charming stranger. And no one would think that a trip to the Waffle House through four feet of snow would lead to love with an old friend. Or that the way back to true love begins with a painfully early morning shift at Starbucks. Thanks to three of today's bestselling teen authors--John Green, Maureen Johnson, and Lauren Myracle--the magic of the holidays shines on these hilarious and charming interconnected tales of love, romance, and breathtaking kisses.",adventure romance teen children love coming of age women
727,3271379,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,A Thousand Splendid Suns,Khaled Hosseini,eng,https://images.gr-assets.com/books/1345958969m/128029.jpg,0,"At once an incredible chronicle of thirty years of Afghan history and a deeply moving story of family, friendship, faith, and the salvation to be found in love.
Propelled by the same superb instinct for storytelling that made The Kite Runner a beloved classic, A Thousand Splendid Suns is at once an incredible chronicle of thirty years of Afghan history and a deeply moving story of family, friendship, faith, and the salvation to be found in love.
Born a generation apart and with very different ideas about love and family, Mariam and Laila are two women brought jarringly together by war, by loss and by fate. As they endure the ever escalating dangers around them - in their home as well as in the streets of Kabul - they come to form a bond that makes them both sisters and mother-daughter to each other, and that will ultimately alter the course not just of their own lives but of the next generation. With heart-wrenching power and suspense, Hosseini shows how a woman's love for her family can move her to shocking and heroic acts of self-sacrifice, and that in the end it is love, or even the memory of love, that is often the key to survival.",adventure religion history childhood war teen children dark love women 1970s islam tear jerker middle east orphans
728,4195128,https://www.goodreads.com/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them,Fantastic Beasts and Where to Find Them,J.K. Rowling,eng,https://images.gr-assets.com/books/1303738520m/41899.jpg,2001,"Fantastic Beasts and Where to Find Them, Newt Scamander's classic compendium of magical creatures, has delighted generations of wizarding readers. With this beautiful, large-scale new edition illustrated in full color, Muggles too will have the chance to discover where the Runespoor lives, what the Puffskein eats, and why shiny objects should always be kept away from the Niffler.
Proceeds from the sale of this book will go to Comic Relief and J.K. Rowling's international charity, Lumos, which will do magic beyond the powers of any wizard. If you feel that this is insufficient reason to part with your money, one can only hope that passing wizards feel more charitable if they see you being attacked by a Manticore.",adventure england mystery animals war vampires teen children witches magic supernatural werewolves suspense science wizards medieval aliens women halloween
729,24037773,https://www.goodreads.com/book/show/17332564-how-to-love,How to Love,Katie Cotugno,eng,https://images.gr-assets.com/books/1366904609m/17332564.jpg,2013,"Before:
Reena Montero has loved Sawyer LeGrande for as long as she can remember: as natural as breathing, as endless as time. But he's never seemed to notice that Reena even exists until one day, impossibly, he does. Reena and Sawyer fall in messy, complicated love. But then Sawyer disappears from their humid Florida town without a word, leaving a devastated--and pregnant--Reena behind.
After:
Almost three years have passed, and there's a new love in Reena's life: her daughter, Hannah. Reena's gotten used to being without Sawyer, and she's finally getting the hang of this strange, unexpected life. But just as swiftly and suddenly as he disappeared, Sawyer turns up again. Reena doesn't want anything to do with him, though she'd be lying if she said Sawyer's being back wasn't stirring something in her. After everything that's happened, can Reena really let herself love Sawyer LeGrande again?
In this breathtaking debut, Katie Cotugno weaves together the story of one couple falling in love--twice.",adventure 19th century action addiction adolescence action packed
730,1128601,https://www.goodreads.com/book/show/64216.Guards_Guards_,"Guards! Guards! (Discworld, #8)",Terry Pratchett,eng,https://images.gr-assets.com/books/1431127356m/64216.jpg,2001,"Here there be dragons . . . and the denizens of Ankh-Morpork wish one huge firebreather would return from whence it came. Long believed extinct, a superb specimen of draco nobilis(""noble dragon"" for those who don't understand italics) has appeared in Discworld's greatest city. Not only does this unwelcome visitor have a nasty habit of charbroiling everything in its path, in rather short order it is crowned King (it is a nobledragon, after all . . .).
Meanwhile, back at Unseen University, an ancient and long-forgotten volume--The Summoning of Dragons--is missing from the Library's shelves. To the rescue come Captain Vimes, Constable Carrot, and the rest of the Night Watch who, along with other brave citizens, risk everything, including a good roasting, to dethrone the flying monarch and restore order to Ankh-Morpork (before it's burned to a crisp). A rare tale, well done as only Terry Pratchett can.",adventure british religion england animals absurd action mythology werewolves wizards medieval satire action packed dragons
731,1316297,https://www.goodreads.com/book/show/11597.The_Dark_Half,The Dark Half,Stephen King,eng,https://images.gr-assets.com/books/1430122353m/11597.jpg,1990,"Thad Beaumont would like to say he is innocent. He'd like to say he has nothing to do with the series of monstrous murders that keep coming closer to his home. But how can Thad disown the ultimate embodiment of evil that goes by the name he gave it-and signs its crimes with Thad's bloody fingerprints?
________________________
Alternate cover editions:
",adventure action horror creepy action packed
732,15333458,https://www.goodreads.com/book/show/10429045-shatter-me,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,eng,https://images.gr-assets.com/books/1310649047m/10429045.jpg,2011,"I have a curse
I have a gift
I am a monster
I'm more than human
My touch is lethal
My touch is power
I am their weapon
I will fight back
Juliette hasn't touched anyone in exactly 264 days.
The last time she did, it was an accident, but The Reestablishment locked her up for murder. No one knows why Juliette's touch is fatal. As long as she doesn't hurt anyone else, no one really cares. The world is too busy crumbling to pieces to pay attention to a 17-year-old girl. Diseases are destroying the population, food is hard to find, birds don't fly anymore, and the clouds are the wrong color.
The Reestablishment said their way was the only way to fix things, so they threw Juliette in a cell. Now so many people are dead that the survivors are whispering war - and The Reestablishment has changed its mind. Maybe Juliette is more than a tortured soul stuffed into a poisonous body. Maybe she's exactly what they need right now.
Juliette has to make a choice: Be a weapon. Or be a warrior.",adventure 19th century 18th century action addiction adoption aging 1920s 1930s africa 1950s 1970s 1980s adolescence 1960s action packed afterlife alaska adultery alcatraz abortion aids
733,25756743,https://www.goodreads.com/book/show/24902492-ruby,Ruby,Cynthia Bond,,https://images.gr-assets.com/books/1423586473m/24902492.jpg,2015,"The epic, unforgettable story of a man determined to protect the woman he loves from the town desperate to destroy her--this beautiful and devastating debut heralds the arrival of a major new voice in fiction.
Ephram Jennings has never forgotten the beautiful girl with the long braids running through the piney woods of Liberty, their small East Texas town. Young Ruby, ""the kind of pretty it hurt to look at,"" has suffered beyond imagining, so as soon as she can, she flees suffocating Liberty for the bright pull of 1950s New York. Ruby quickly winds her way into the ripe center of the city--the darkened piano bars and hidden alleyways of the Village--all the while hoping for a glimpse of the red hair and green eyes of her mother. When a telegram from her cousin forces her to return home, thirty-year-old Ruby Bell finds herself reliving the devastating violence of her girlhood. With the terrifying realization that she might not be strong enough to fight her way back out again, Ruby struggles to survive her memories of the town's dark past. Meanwhile, Ephram must choose between loyalty to the sister who raised him and the chance for a life with the woman he has loved since he was a boy.
Full of life, exquisitely written, and suffused with the pastoral beauty of the rural South, Ruby is a transcendent novel of passion and courage. This wondrous page-turner rushes through the red dust and gossip of Main Street, to the pit fire where men swill bootleg outside Bloom's Juke, to Celia Jennings's kitchen where a cake is being made, yolk by yolk, that Ephram will use to try to begin again with Ruby. Utterly transfixing, with unforgettable characters, riveting suspense, and breathtaking, luminous prose, Ruby offers an unflinching portrait of man's dark acts and the promise of the redemptive power of love.",adventure action adoption aging 1980s adolescence adultery
734,3032794,https://www.goodreads.com/book/show/3002300-chains,"Chains (Seeds of America, #1)",Laurie Halse Anderson,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2008,"If an entire nation could seek its freedom, why not a girl?
As the Revolutionary War begins, thirteen-year-old Isabel wages her own fight...for freedom. Promised freedom upon the death of their owner, she and her sister, Ruth, in a cruel twist of fate become the property of a malicious New York City couple, the Locktons, who have no sympathy for the American Revolution and even less for Ruth and Isabel. When Isabel meets Curzon, a slave with ties to the Patriots, he encourages her to spy on her owners, who know details of British plans for invasion. She is reluctant at first, but when the unthinkable happens to Ruth, Isabel realizes her loyalty is available to the bidder who can provide her with freedom.
From acclaimed author Laurie Halse Anderson comes this compelling, impeccably researched novel that shows the lengths we can go to cast off our chains, both physical and spiritual.",adventure history survival school historical war teen coming of age inspirational friendship women us history good sad identity poverty realistic high school slavery spies
735,4121,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,"Are You There God? It's Me, Margaret",Judy Blume,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2001,"Margaret Simon, almost twelve, likes long hair, tuna fish, the smell of rain, and things that are pink. She's just moved from New York City to Farbook, New Jersey, and is anxious to fit in with her new friends--Nancy, Gretchen, and Janie. When they form a secret club to talk about private subjects like boys, bras, and getting their first periods, Margaret is happy to belong.
But none of them can believe Margaret doesn't have religion, and that she isn't going to the Y or the Jewish Community Center. What they don't know is Margaret has her own very special relationship with God. She can talk to God about everything--family, friends, even Moose Freed, her secret crush.
Margaret is funny and real, and her thoughts and feelings are oh-so-relatable--you'll feel like she's talking right to you, sharing her secrets with a friend.",adventure religion action aging children 1970s 1980s adolescence
736,14863741,https://www.goodreads.com/book/show/9969571-ready-player-one,Ready Player One,Ernest Cline,eng,https://images.gr-assets.com/books/1500930947m/9969571.jpg,2011,"In the year 2044, reality is an ugly place. The only time teenage Wade Watts really feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines, puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. When Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win--and confront the real world he's always been so desperate to escape.",adventure thriller mystery children dystopia suspense science post apocalyptic aliens funny technology futuristic future video games cyberpunk virtual reality
